,Name,Arts and Humanities 2025,Business and Economics 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Geo,Industry,International Outlook,Law 2025,Life Sciences 2025,Medical and Health 2025,Overall,Physical Sciences 2025,Rank,Research Environment,Research Quality,Social Sciences 2025,Teaching,URL,World University Rankings 2026,Arts and Humanities,Business and Economics,Computer Science,Education Studies,Engineering,Law,Life Sciences,Medical and Health,Physical Sciences,Psychology,Social Sciences,Female_share,Male_share,International students,No. of FTE students,No. of students per staff,country,town,Overall_num
1358,Shiv Nadar University,801.0,1001.0,,,,"Gautam Buddha Nagar, India",27.7,42.5,,,,27.3–32.0,,1201–1500,8.1,40.6,,31.7,https://www.timeshighereducation.com/world-university-rankings/shiv-nadar-university,1201.0,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,,"Chemistry, Mathematics and Statistics, Physics and Astronomy",,"Politics and International Studies, Sociology",43.0,57.0,0.02,2290.0,9.2,India,Gautam Buddha Nagar,27.3
1359,Sidi Mohamed Ben Abdellah University,801.0,801.0,601.0,801.0,601.0,"Fez, Morocco",24.2,26.2,1001.0,801.0,801.0,27.3–32.0,,1201–1500,11.9,48.2,,25.2,https://www.timeshighereducation.com/world-university-rankings/sidi-mohamed-ben-abdellah-university,1201.0,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science",Medicine and Dentistry,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Sociology",54.0,46.0,0.02,100319.0,44.4,Morocco,Fez,27.3
1360,Slovak University of Agriculture in Nitra,801.0,,,,,"Nitra, Slovakia",22.9,49.2,,,,27.3–32.0,,1201–1500,19.3,34.0,,27.5,https://www.timeshighereducation.com/world-university-rankings/slovak-university-agriculture-nitra,1201.0,Architecture,"Accounting and Finance, Business and Management, Economics and Econometrics",,,"Civil Engineering, General Engineering",,"Agriculture and Forestry, Biological Sciences",,,,,54.0,46.0,0.05,4478.0,12.5,Slovakia,Nitra,27.3
1361,Sohag University,1001.0,601.0,601.0,,,"Sohag Al Gadida City, Egypt",20.6,52.2,,,601.0,27.3–32.0,,1201–1500,9.2,55.1,,15.0,https://www.timeshighereducation.com/world-university-rankings/sohag-university,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",58.0,42.0,0.01,67926.0,22.2,Egypt,Sohag Al Gadida City,27.3
1362,Soonchunhyang University,401.0,601.0,601.0,1001.0,,"Cheonan, South Korea",63.6,33.1,,,801.0,27.3–32.0,,1201–1500,27.9,35.8,,22.6,https://www.timeshighereducation.com/world-university-rankings/soonchunhyang-university,1201.0,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",50.0,50.0,0.06,8983.0,19.4,South Korea,Cheonan,27.3
1363,South Valley University (Egypt),,,,,,,19.3,49.4,,,,27.3–32.0,,1201–1500,9.3,58.9,,12.8,https://www.timeshighereducation.com/world-university-rankings/south-valley-university-egypt,,,,,,,,,,,,,56.0,44.0,0.0,65017.0,29.3,nan,nan,27.3
1364,St Francis Xavier University,801.0,,,,,"Antigonish, Canada",27.9,51.6,,,,27.3–32.0,,1201–1500,18.2,43.1,,17.5,https://www.timeshighereducation.com/world-university-rankings/st-francis-xavier-university,1201.0,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",62.0,38.0,0.07,4575.0,17.9,Canada,Antigonish,27.3
1365,Suez Canal University,601.0,801.0,801.0,,,"Ismailia, Egypt",28.5,51.9,,,501.0,27.3–32.0,,1201–1500,9.9,56.3,,20.0,https://www.timeshighereducation.com/world-university-rankings/suez-canal-university,1201.0,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",45.0,55.0,0.02,51841.0,14.4,Egypt,Ismailia,27.3
1366,Süleyman Demirel University,801.0,1001.0,801.0,,,"Merkez, Türkiye",24.0,25.4,,,1001.0,27.3–32.0,,1201–1500,11.5,43.8,,27.6,https://www.timeshighereducation.com/world-university-rankings/suleyman-demirel-university,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering",Law,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",52.0,48.0,0.05,32526.0,28.9,Türkiye,Merkez,27.3
1367,Suranaree University of Technology,1001.0,601.0,,,,"Nakhon Ratchasima, Thailand",52.4,36.1,,,1001.0,27.3–32.0,,1201–1500,17.4,33.7,,25.0,https://www.timeshighereducation.com/world-university-rankings/suranaree-university-technology,1201.0,"Languages, Literature and Linguistics",Business and Management,Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography",53.0,47.0,0.01,14931.0,27.9,Thailand,Nakhon Ratchasima,27.3
1368,SWPS University,601.0,401.0,,,,"Warsaw, Poland",32.8,49.4,,,501.0,27.3–32.0,,1201–1500,17.0,49.5,,15.8,https://www.timeshighereducation.com/world-university-rankings/swps-university,1201.0,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",Business and Management,Computer Science,,,Law,,,,Psychology,"Communication and Media Studies, Sociology",77.0,23.0,0.07,14605.0,31.5,Poland,Warsaw,27.3
1369,Technological University Dublin,801.0,601.0,301.0,1001.0,601.0,"Dublin, Ireland",54.7,64.5,,,801.0,27.3–32.0,,1201–1500,14.7,48.8,,17.6,https://www.timeshighereducation.com/world-university-rankings/technological-university-dublin,1201.0,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,Communication and Media Studies,43.0,57.0,0.22,19364.0,17.0,Ireland,Dublin,27.3
1370,Texas State University,601.0,601.0,801.0,401.0,801.0,"San Marcos, United States",40.6,45.8,801.0,801.0,801.0,27.3–32.0,401.0,1201–1500,20.2,48.4,501.0,18.9,https://www.timeshighereducation.com/world-university-rankings/texas-state-university,1201.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",61.0,39.0,0.02,31552.0,19.7,United States,San Marcos,27.3
1371,Tezpur University,1001.0,601.0,,,,"Sonitpur, India",33.2,19.4,,,1001.0,27.3–32.0,,1201–1500,17.3,36.8,,33.1,https://www.timeshighereducation.com/world-university-rankings/tezpur-university,1201.0,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Sociology",45.0,55.0,0.0,4573.0,13.0,India,Sonitpur,27.3
1372,Thammasat University,601.0,601.0,1001.0,401.0,801.0,"Phra Nakhon, Thailand",37.5,39.0,1001.0,1001.0,1001.0,27.3–32.0,801.0,1201–1500,21.0,33.8,,23.5,https://www.timeshighereducation.com/world-university-rankings/thammasat-university,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",64.0,36.0,0.01,39733.0,14.8,Thailand,Phra Nakhon,27.3
1373,The British University in Egypt,1001.0,,,,,"El Sherouk City, Egypt",19.1,37.4,,,,27.3–32.0,,1201–1500,12.1,53.0,,16.7,https://www.timeshighereducation.com/world-university-rankings/british-university-egypt,1201.0,"Architecture, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,"Medicine and Dentistry, Other Health",,Psychology,"Communication and Media Studies, Politics and International Studies",51.0,49.0,0.04,11180.0,21.8,Egypt,El Sherouk City,27.3
1374,The Jikei University School of Medicine,601.0,,,,,"Tokyo, Japan",45.4,20.8,,,,27.3–32.0,,1201–1500,11.2,43.9,,30.3,https://www.timeshighereducation.com/world-university-rankings/jikei-university-school-medicine,1201.0,,,,,,,,"Medicine and Dentistry, Other Health",,,,52.0,48.0,0.01,1077.0,0.8,Japan,Tokyo,27.3
1375,The John Paul II Catholic University of Lublin,501.0,301.0,1001.0,,,"Lublin, Poland",17.4,32.1,,,601.0,27.3–32.0,,1201–1500,17.0,36.8,,31.6,https://www.timeshighereducation.com/world-university-rankings/john-paul-ii-catholic-university-lublin,1201.0,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,Biological Sciences,"Medicine and Dentistry, Other Health",Mathematics and Statistics,Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",65.0,35.0,0.09,8436.0,8.4,Poland,Lublin,27.3
1376,The University of Electro-Communications,801.0,801.0,,,,"Chofu, Japan",69.1,39.0,,,1001.0,27.3–32.0,,1201–1500,24.1,32.3,,25.7,https://www.timeshighereducation.com/world-university-rankings/university-electro-communications,1201.0,,Business and Management,Computer Science,,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Biological Sciences, Sport Science",,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,Communication and Media Studies,12.0,88.0,0.05,4621.0,14.6,Japan,Chofu,27.3
1377,The University of the West Indies,601.0,801.0,601.0,1251.0,801.0,Jamaica,29.4,52.6,1001.0,601.0,601.0,27.3–32.0,801.0,1201–1500,12.0,45.4,,21.0,https://www.timeshighereducation.com/world-university-rankings/university-west-indies,1201.0,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",71.0,29.0,0.01,22060.0,15.6,Jamaica,Jamaica,27.3
1378,Tianjin Normal University,,,,,,"Tianjin, China",53.8,46.1,,,,27.3–32.0,,1201–1500,21.0,34.5,,21.0,https://www.timeshighereducation.com/world-university-rankings/tianjin-normal-university,1201.0,"Archaeology, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering",Law,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Geography, Politics and International Studies, Sociology",,,0.06,23254.0,14.3,China,Tianjin,27.3
1379,TOBB University of Economics and Technology,1001.0,,,,,Türkiye,67.5,41.1,,,,27.3–32.0,,1201–1500,14.7,40.9,,20.0,https://www.timeshighereducation.com/world-university-rankings/tobb-university-economics-and-technology,1201.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,Medicine and Dentistry,"Chemistry, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies",47.0,53.0,0.01,5255.0,13.4,Türkiye,Türkiye,27.3
1380,Tokai University,601.0,1001.0,801.0,1001.0,,"Hiratsuka, Japan",48.3,31.8,,,1001.0,27.3–32.0,,1201–1500,12.8,46.9,,17.6,https://www.timeshighereducation.com/world-university-rankings/tokai-university,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",29.0,71.0,0.05,28774.0,16.6,Japan,Hiratsuka,27.3
1381,Tokushima University,601.0,1251.0,,,,"Tokushima, Japan",86.7,24.7,,,801.0,27.3–32.0,,1201–1500,20.7,27.2,,28.9,https://www.timeshighereducation.com/world-university-rankings/tokushima-university,1201.0,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics",,,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health",,,,36.0,64.0,0.02,7395.0,9.5,Japan,Tokushima,27.3
1382,Tokyo University of Agriculture and Technology,601.0,601.0,1001.0,,,"Fuchu-shi, Japan",82.2,39.0,,,501.0,27.3–32.0,,1201–1500,25.5,28.0,,34.0,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-agriculture-and-technology,1201.0,,,Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,,36.0,64.0,0.07,5923.0,14.2,Japan,Fuchu-shi,27.3
1383,Tokyo University of Science,801.0,801.0,601.0,1001.0,,"Shinjuku-ku, Japan",74.8,30.4,,,601.0,27.3–32.0,,1201–1500,26.8,27.7,,23.8,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-science,1201.0,Architecture,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,Biological Sciences,Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,,25.0,75.0,0.04,18002.0,24.1,Japan,Shinjuku-ku,27.3
1384,Tomas Bata University in Zlín,401.0,1001.0,,,,"Zlin, Czechia",28.8,53.7,,,801.0,27.3–32.0,,1201–1500,21.1,37.7,,22.7,https://www.timeshighereducation.com/world-university-rankings/tomas-bata-university-zlin,1201.0,"Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering",,Biological Sciences,Other Health,Chemistry,,"Communication and Media Studies, Politics and International Studies, Sociology",56.0,44.0,0.12,8964.0,18.4,Czechia,Zlin,27.3
1385,Toyohashi University of Technology (TUT),801.0,801.0,,,,"Toyohashi City, Japan",83.6,43.4,,,1001.0,27.3–32.0,,1201–1500,23.6,21.4,,30.7,https://www.timeshighereducation.com/world-university-rankings/toyohashi-university-technology-tut,1201.0,,,Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,"Agriculture and Forestry, Biological Sciences",,"Chemistry, Mathematics and Statistics, Physics and Astronomy",,,14.0,86.0,0.13,1998.0,10.2,Japan,Toyohashi City,27.3
1386,Tzu Chi University,801.0,801.0,,,,"Hualien, Taiwan",66.3,27.8,,,,27.3–32.0,,1201–1500,26.0,24.7,,25.7,https://www.timeshighereducation.com/world-university-rankings/tzu-chi-university,1201.0,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,,Biological Sciences,"Medicine and Dentistry, Other Health",,Psychology,"Communication and Media Studies, Sociology",61.0,39.0,0.07,3102.0,9.2,Taiwan,Hualien,27.3
1387,Universidad Católica San Antonio de Murcia (UCAM),801.0,601.0,801.0,,,"MU, Spain",39.2,57.4,,,601.0,27.3–32.0,,1201–1500,18.2,35.1,,19.1,https://www.timeshighereducation.com/world-university-rankings/universidad-catolica-san-antonio-de-murcia-ucam,1201.0,Architecture,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering",Law,"Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health",,Psychology,,56.0,44.0,0.18,12966.0,20.1,Spain,MU,27.3
1388,Universidad del Desarrollo,801.0,601.0,801.0,,,"Santiago, Chile",28.0,51.0,,,501.0,27.3–32.0,,1201–1500,12.1,47.2,,16.4,https://www.timeshighereducation.com/world-university-rankings/universidad-del-desarrollo,1201.0,"Architecture, Art, Performing Art and Design","Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, General Engineering",Law,,"Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences",Psychology,"Communication and Media Studies, Politics and International Studies",57.0,43.0,0.04,17491.0,17.7,Chile,Santiago,27.3
1389,Universidade Eduardo Mondlane,601.0,,,,,"Maputo, Mozambique",21.1,52.3,,,,27.3–32.0,,1201–1500,8.7,60.3,,11.3,https://www.timeshighereducation.com/world-university-rankings/universidade-eduardo-mondlane,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science",Medicine and Dentistry,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",44.0,56.0,0.01,41967.0,24.9,Mozambique,Maputo,27.3
1390,Universidade Federal de Pernambuco,601.0,801.0,801.0,601.0,1001.0,"Recife, Brazil",62.5,28.8,301.0,801.0,1001.0,27.3–32.0,1001.0,1201–1500,18.5,25.6,601.0,33.8,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-pernambuco,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",52.0,48.0,0.0,36048.0,13.2,Brazil,Recife,27.3
1391,Universidade Federal do Paraná (UFPR),601.0,601.0,801.0,501.0,1001.0,Brazil,51.9,35.4,251.0,801.0,801.0,27.3–32.0,1001.0,1201–1500,18.5,29.7,601.0,37.2,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-parana-ufpr,1201.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Sociology",50.0,50.0,0.08,33204.0,12.2,Brazil,Brazil,27.3
1392,Universidad San Francisco de Quito,801.0,1001.0,801.0,801.0,,"Quito, Ecuador",19.3,63.7,,,601.0,27.3–32.0,,1201–1500,12.1,44.2,,24.0,https://www.timeshighereducation.com/world-university-rankings/universidad-san-francisco-de-quito,1201.0,"Architecture, Art, Performing Art and Design, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Veterinary Science","Medicine and Dentistry, Other Health","Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",50.0,50.0,0.04,8153.0,9.0,Ecuador,Quito,27.3
1393,Universitas Airlangga,601.0,601.0,1001.0,301.0,801.0,"Surabaya, Indonesia",24.8,66.3,1001.0,501.0,801.0,27.3–32.0,601.0,1201–1500,14.1,39.2,,28.6,https://www.timeshighereducation.com/world-university-rankings/universitas-airlangga,1201.0,"Archaeology, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",66.0,34.0,0.08,32097.0,7.2,Indonesia,Surabaya,27.3
1394,Universitas Gadjah Mada,401.0,401.0,601.0,801.0,251.0,"Yogyakarta, Indonesia",57.2,43.9,801.0,1001.0,601.0,27.3–32.0,501.0,1201–1500,24.0,31.3,,33.1,https://www.timeshighereducation.com/world-university-rankings/universitas-gadjah-mada,1201.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",58.0,42.0,0.05,40174.0,8.1,Indonesia,Yogyakarta,27.3
